id	output
{"poolManager":"0x360e68faccca8ca495c1b759fd9eee466db9fb32","txHash":"0xf047832b5f425dabc7223dea5653a48695dd5494306664205e66b8b973f99358"}	[{"salt": "2", "amount0": "93422645835", "amount1": "0", "ordinal": 0, "tickLower": -887270, "tickUpper": 887270, "liquidityDelta": "563902248316"}]
{"poolManager":"0x360e68faccca8ca495c1b759fd9eee466db9fb32","txHash":"0xbc65ed4759e947c4dc928289d424d843fa2ec924e99f848ee6ed5dfc816e852a"}	[{"salt": "2", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -887270, "tickUpper": 887270, "liquidityDelta": "-284583869904"}]
{"poolManager":"0x360e68faccca8ca495c1b759fd9eee466db9fb32","txHash":"0x9b1e7a5f3f896ae1c7f56ff975278126852564feec8f042f14fb865d9bcbefff"}	[{"salt": "5", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -887220, "tickUpper": 887220, "liquidityDelta": "-4298294310"}]
{"poolManager":"0x360e68faccca8ca495c1b759fd9eee466db9fb32","txHash":"0x266d32218e05fed4a4524e7133beb632bbeeabf750c7a50d709b4755ee4eba89"}	[{"salt": "5", "amount0": "0", "amount1": "1067", "ordinal": 0, "tickLower": -887220, "tickUpper": 887220, "liquidityDelta": "0"}]
{"poolManager":"0x360e68faccca8ca495c1b759fd9eee466db9fb32","txHash":"0x05afca774e262aea8eb719cb93d43dfd1895231b5a8d9512fb744313d66cdb2e"}	[{"salt": "6", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -887220, "tickUpper": 887220, "liquidityDelta": "176777312517"}]
{"poolManager":"0x360e68faccca8ca495c1b759fd9eee466db9fb32","txHash":"0x61f6dc532fae1bb4fe11fb18dc56f149351f8fa588afa0825f50f7dcbd1a172c"}	[{"salt": "6", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -887220, "tickUpper": 887220, "liquidityDelta": "-1059658242011"}]
{"poolManager":"0x360e68faccca8ca495c1b759fd9eee466db9fb32","txHash":"0xefb2f8253b897a777f2180fa2043f0f1ba9e2d4cd0d125b3b8703e5c11f68683"}	[{"salt": "14", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -887272, "tickUpper": 887272, "liquidityDelta": "-499999999999999"}]
{"poolManager":"0x360e68faccca8ca495c1b759fd9eee466db9fb32","txHash":"0x531f7dfb8a392bde277914fcb1814ebfe67932a559543c36216c4df0cb848d5f"}	[{"salt": "14", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -887272, "tickUpper": 887272, "liquidityDelta": "999999999999999"}]
{"poolManager":"0x360e68faccca8ca495c1b759fd9eee466db9fb32","txHash":"0xfbebc493597201200726d8e290d03b09e7da071ef30875140e1543c4758f1d15"}	[{"salt": "14", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -887272, "tickUpper": 887272, "liquidityDelta": "0"}]
{"poolManager":"0x360e68faccca8ca495c1b759fd9eee466db9fb32","txHash":"0xbca166252b1acad2058fbdbe9ade26129549e9610acb9da63f78479d3c3c4bd2"}	[{"salt": "15", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -887272, "tickUpper": 887272, "liquidityDelta": "-13913338"}]
{"poolManager":"0x360e68faccca8ca495c1b759fd9eee466db9fb32","txHash":"0x668f42729e493e5d8b8d6952b0655d9cd24436da2c90eee17e9d236ee80f2efa"}	[{"salt": "17", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -92109, "tickUpper": 198, "liquidityDelta": "1015159763883858"}]
{"poolManager":"0x360e68faccca8ca495c1b759fd9eee466db9fb32","txHash":"0xc6fc74799517c9f10561ea393af92e54deee1502737a1a4bd642d548c189accb"}	[{"salt": "17", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -92109, "tickUpper": 198, "liquidityDelta": "-506315067091719"}]
{"poolManager":"0x360e68faccca8ca495c1b759fd9eee466db9fb32","txHash":"0xdec6f5bdfbab04b031823f449a10af7d12f8b2025d4922fdab6bfdfbe535aaad"}	[{"salt": "17", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -92109, "tickUpper": 198, "liquidityDelta": "-1518945201275159"}]
{"poolManager":"0x360e68faccca8ca495c1b759fd9eee466db9fb32","txHash":"0x5ba6a8e84b5a7f7056f9c68e00f4b11c95f51636883b982033b2d3927824d2d9"}	[{"salt": "19", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -887220, "tickUpper": 887220, "liquidityDelta": "-999048628"}]
{"poolManager":"0x360e68faccca8ca495c1b759fd9eee466db9fb32","txHash":"0xf989fa1dbf3a60fa3039fecaa7ae14b6dac54b88f9f4e5236522ef4a11ba3cfa"}	[{"salt": "27", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -887220, "tickUpper": 887220, "liquidityDelta": "-948712411196511221"}]
{"poolManager":"0x360e68faccca8ca495c1b759fd9eee466db9fb32","txHash":"0x3ec7a2796ba96eb758098b7e79e33518be04fad0c548a147e919dc7427da67d6"}	[{"salt": "26", "amount0": "147781242234633", "amount1": "232170", "ordinal": 0, "tickLower": -196500, "tickUpper": -195540, "liquidityDelta": "2919001797779319"}]
{"poolManager":"0x360e68faccca8ca495c1b759fd9eee466db9fb32","txHash":"0x36b112819b8e041a73320c549528215ba987258b6fbdab6b852aa5a0fe85db60"}	[{"salt": "28", "amount0": "264997667129", "amount1": "9593", "ordinal": 0, "tickLower": -196860, "tickUpper": -194640, "liquidityDelta": "3097642093178"}]
{"poolManager":"0x360e68faccca8ca495c1b759fd9eee466db9fb32","txHash":"0xcce5cf50932ce538e94f8d4dd880c1dcbdace90b2c40377ac3b7712eb79a4723"}	[{"salt": "28", "amount0": "931053329092", "amount1": "0", "ordinal": 0, "tickLower": -196860, "tickUpper": -194640, "liquidityDelta": "1439898827223"}]
{"poolManager":"0x360e68faccca8ca495c1b759fd9eee466db9fb32","txHash":"0x94b4eba06935be95a9ae466a91eb4b2b623dd5e6fd7a721942c0687867b1a068"}	[{"salt": "29", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": 111300, "tickUpper": 111540, "liquidityDelta": "-6408967672139313133361"}]
{"poolManager":"0x360e68faccca8ca495c1b759fd9eee466db9fb32","txHash":"0xf3518b25b4dcd182c4e3ff8644b4fccd301cd4a20becc5afedf44a43989b90c0"}	[{"salt": "25", "amount0": "120", "amount1": "217731", "ordinal": 0, "tickLower": 68270, "tickUpper": 70300, "liquidityDelta": "-1314014249"}]
