id	output
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0xdba8972f12b93851f88095306256beaeb39ed22f41e562536fbdacbd2eb328ee"}	[{"salt": "5", "amount0": "398", "amount1": "4914", "ordinal": 0, "tickLower": -100, "tickUpper": 100, "liquidityDelta": "200880403"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0x989be80a225f5ddeab1d9919ee2d476492f7b5cfbef37f0dec8eb98b0013f75a"}	[{"salt": "5", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -100, "tickUpper": 100, "liquidityDelta": "5022012750060"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0xc7cb9d81980cac8caea68f2e5a5ecc505e93c593c79cf7bde63e37c4721b4de8"}	[{"salt": "5", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -100, "tickUpper": 100, "liquidityDelta": "19989854016575"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0x9f02681c3a6d684e9ca27acfa304acb467dd427a4a1e539c391ed6ff07ded446"}	[{"salt": "5", "amount0": "513", "amount1": "499", "ordinal": 0, "tickLower": -100, "tickUpper": 100, "liquidityDelta": "75060768342935"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0x30ab755fc0790e6f0bd3e816aa2073b6f780e5f68aded6e0fdb7da146c2de61c"}	[{"salt": "4", "amount0": "9", "amount1": "107", "ordinal": 0, "tickLower": -100, "tickUpper": 100, "liquidityDelta": "-20051041647"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0xed5f4df1f2b987eafbf278879c0315743f1ae6a9b4c71a530712e0f700f297da"}	[{"salt": "5", "amount0": "5154", "amount1": "32019", "ordinal": 0, "tickLower": -100, "tickUpper": 100, "liquidityDelta": "200140488421581"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0x8c262dc8c2551f7cd8f19b7d934a3f768923addeaf06ca09bc11f299e1c8fbc7"}	[{"salt": "15", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -886000, "tickUpper": 886000, "liquidityDelta": "-1406700004610497752152"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0xa547ab1585beeb6b725d521a125f9d59b51ed65f90ee94aaa464ba87307d92a5"}	[{"salt": "19", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": 128000, "tickUpper": 129000, "liquidityDelta": "-10486436710876835604187"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0xa243bd6c2250acb8a6ce294e42655a9b6a5a3c6107c0d1ff245721d5de5eb154"}	[{"salt": "21", "amount0": "0", "amount1": "6785396526245904088179", "ordinal": 0, "tickLower": 126600, "tickUpper": 128400, "liquidityDelta": "0"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0x908ade4e92693eabf7e2c4e5996e5ea05eb8351d2ceb531b407aa6d2ed1c60ab"}	[{"salt": "21", "amount0": "0", "amount1": "1216749930505261385441", "ordinal": 0, "tickLower": 126600, "tickUpper": 128400, "liquidityDelta": "-2770195915451217745039"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0x96467437ab25ac5cb11ecb70a46b715618616eebbdc5286b2ee471d5f2b05a46"}	[{"salt": "21", "amount0": "2314023749999999", "amount1": "0", "ordinal": 0, "tickLower": 126600, "tickUpper": 128400, "liquidityDelta": "-2770195915451217745040"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0x420b1b06b62e55abc93d3189f843837362c3bd7892c6f40a8084c7c210a33ad7"}	[{"salt": "22", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": 128400, "tickUpper": 131400, "liquidityDelta": "-1101704343361561165945"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0xea0d5dc7d71b9afa9aa62e40ec3da89ea8c0491ae199a5ef40630dc59a6ad3a3"}	[{"salt": "24", "amount0": "299999999999999", "amount1": "1232005560105665826665", "ordinal": 0, "tickLower": 126800, "tickUpper": 128400, "liquidityDelta": "-6264625620284984677355"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0xcc4bfc21501f0c54e60dbe24cfa1f07e5fe6a9d844cd99074a0d6d7b050f2bbe"}	[{"salt": "26", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": 128400, "tickUpper": 132600, "liquidityDelta": "-1587927504139004564158"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0x4ead3df93dff9bce848c699103d33df9ed5865ac7ecae5030a115d8ef6479a77"}	[{"salt": "28", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": 127600, "tickUpper": 138040, "liquidityDelta": "-145023220029771993308"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0x88cd11ea816e1068c17994af5f4299b64a1b97ab34e4e141a3cdac4cf3163515"}	[{"salt": "23", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": 128400, "tickUpper": 130200, "liquidityDelta": "-1782978525061637829972"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0xa19d3b93572e52699e6242a5b71cdafa387b9614fc58d27d2d961944829985eb"}	[{"salt": "31", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": 126800, "tickUpper": 145200, "liquidityDelta": "-332271805388628217682"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0xd9cdef385d9923777f991ffb9a9843f96613d1726d24b12fe294dc9f48516a61"}	[{"salt": "20", "amount0": "552074180631541596211", "amount1": "22071015", "ordinal": 0, "tickLower": -885000, "tickUpper": 885000, "liquidityDelta": "0"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0xac0d8d732b89dda63a025c3f4c23c602bfb13226f2b819670878552a2015659e"}	[{"salt": "30", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": 124320, "tickUpper": 133840, "liquidityDelta": "-660829324695790904062"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0x0cd1212ddfcd971f87f298664cf60af873ec5fc51b5d5004746fc10cfe0e9f21"}	[{"salt": "27", "amount0": "8800381169768", "amount1": "474065505013548382", "ordinal": 0, "tickLower": -887220, "tickUpper": 887220, "liquidityDelta": "-3073456959731980127"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0xffb379a9f61f72b181819c62917f65606214fb27ab45a801b721050c70988acb"}	[{"salt": "34", "amount0": "649024999999999", "amount1": "382979140672864630813", "ordinal": 0, "tickLower": 121680, "tickUpper": 131040, "liquidityDelta": "-586847757791198243610"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0x9aae895ede6827859fb5ce0408c4876b5904121708f301e6f7a8161ebfd2b86a"}	[{"salt": "38", "amount0": "1484108999999999", "amount1": "17614461", "ordinal": 0, "tickLower": -202800, "tickUpper": -202200, "liquidityDelta": "4157822656970170"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0xd22fee0af680baea27fe1ee2c50e4b5d036eb5255a431f96054cbcb8c091ec0e"}	[{"salt": "41", "amount0": "0", "amount1": "182699", "ordinal": 0, "tickLower": -203400, "tickUpper": -203200, "liquidityDelta": "526606270500422"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0x7aab05f06fdb80245b009e1d1b69ea12ab921f0c76d736d03cdba71d2e1aea39"}	[{"salt": "41", "amount0": "0", "amount1": "598831", "ordinal": 0, "tickLower": -203400, "tickUpper": -203200, "liquidityDelta": "-1086962401688249"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0xc0d495d1d3997dd6093f9bb4db211ba65738a53cbcf8f0bafbbce0600a17bfbd"}	[{"salt": "35", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -882000, "tickUpper": 882000, "liquidityDelta": "-117093133379833938388"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0x707b20551636b68c843a0239cd17da0809deb72a080552d78b86bc42c8f8b593"}	[{"salt": "42", "amount0": "25695794328902593", "amount1": "47706167", "ordinal": 0, "tickLower": -202600, "tickUpper": -201400, "liquidityDelta": "89577966968719"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0x443e9ffd4cc765ca003fd8fb8de3f9a008050ae325b88e71afbb40b5067edafb"}	[{"salt": "42", "amount0": "1794596950010831", "amount1": "0", "ordinal": 0, "tickLower": -202600, "tickUpper": -201400, "liquidityDelta": "65224421988397"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0x633a51d84e9d9469442653115b1bbcb78ca52ead0e291f1cfa95cdb65e0622e0"}	[{"salt": "42", "amount0": "5468823327004163", "amount1": "6565068", "ordinal": 0, "tickLower": -202600, "tickUpper": -201400, "liquidityDelta": "50821106448033"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0x7856611bf58ee173355a4245670df6e1ae48efceb869812ebadb4ddc1f1f06fc"}	[{"salt": "38", "amount0": "14240003099912554", "amount1": "23540149", "ordinal": 0, "tickLower": -202800, "tickUpper": -202200, "liquidityDelta": "-5080098965233594"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0x7a1f41f8dd9af9e36abe6df665a5668b59065ef44ee4bdcbea245b87fe055ab2"}	[{"salt": "42", "amount0": "4661016414714025", "amount1": "11054320", "ordinal": 0, "tickLower": -202600, "tickUpper": -201400, "liquidityDelta": "40555202137223"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0xddbc53aede272e3f3c5e0f9dd256f92075e49259a2efe6d117f69dd2e99394e5"}	[{"salt": "42", "amount0": "1053124533574544", "amount1": "2583759", "ordinal": 0, "tickLower": -202600, "tickUpper": -201400, "liquidityDelta": "11554778356133"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0x60c048b977c71c9f9f19eee1cc4e434810046e590c0c7c9f641b5f28d06aa8b5"}	[{"salt": "42", "amount0": "400117756265018", "amount1": "286585", "ordinal": 0, "tickLower": -202600, "tickUpper": -201400, "liquidityDelta": "3108536186920"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0x7fae53657f0f3769c12d742f8fcf2bdd36e06d01fc104a8dca3cbe3e87486ea1"}	[{"salt": "46", "amount0": "301998226940257", "amount1": "252353", "ordinal": 0, "tickLower": -202250, "tickUpper": -201960, "liquidityDelta": "-849247146848983"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0xe36ed6b467b61d2327e3b3ebe79f390474b4c01a6e0c4bbe23dbd05f8303e22f"}	[{"salt": "42", "amount0": "7987667358440323", "amount1": "12992780", "ordinal": 0, "tickLower": -202600, "tickUpper": -201400, "liquidityDelta": "0"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0x4b993b1b9fbd9e45072618be952788e6dc4263ef27f3f354f3ee7a7d2e9d5533"}	[{"salt": "42", "amount0": "9596501707964", "amount1": "0", "ordinal": 0, "tickLower": -202600, "tickUpper": -201400, "liquidityDelta": "16552307856379"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0xfaffaa95dd0a75bc61ef0c611a94ab254ee9890c689e6ecab62934846bbc1d96"}	[{"salt": "37", "amount0": "1751587196977016", "amount1": "3078026", "ordinal": 0, "tickLower": -209150, "tickUpper": -195290, "liquidityDelta": "-41468078775202"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0xc2b2730a0cd580f4d4cb38f6a4b7a95f7c38a7aa5b6c7a03475f8970a53bddf5"}	[{"salt": "48", "amount0": "373403574817273", "amount1": "222309", "ordinal": 0, "tickLower": -202800, "tickUpper": -201600, "liquidityDelta": "378145518473036"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0x5e84ec8c1511e36bba339f840d1f2529fcb0d2f2b887031b0b29ff5059270879"}	[{"salt": "49", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -202620, "tickUpper": -202260, "liquidityDelta": "3308858692235364"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0x5da8493ada23f7deeba86baad6409b6ee6ce54c5553f58d25dce0a2609f733e7"}	[{"salt": "49", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -202620, "tickUpper": -202260, "liquidityDelta": "-6617702322839005"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0x13b9900c6e2b7232822b39a2d585666beaa996dcc74c9a92db67768e1ad50a69"}	[{"salt": "53", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -202174, "tickUpper": -201684, "liquidityDelta": "-168357114582323"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0x674158203f7ee4bb9bca5c5e77bb8c86397d54bef4dbc75b62a80a9776924e04"}	[{"salt": "51", "amount0": "1570083215558865", "amount1": "2984188", "ordinal": 0, "tickLower": -202400, "tickUpper": -202300, "liquidityDelta": "-1042114551330609"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0xd0c6a5a6af3900f796ed7bc9eb627c51751b3d42597c8d8f7234efd2b5b050ee"}	[{"salt": "52", "amount0": "3913405375681681", "amount1": "3832509", "ordinal": 0, "tickLower": -202800, "tickUpper": -201800, "liquidityDelta": "-1796105430020310"}]
{"poolManager":"0x8366a39cc670b4001a1121b8f6a443a643e40951","txHash":"0x5afa9370e1ef90667f4a8a2d3dbec9a525eaed147c6e865a737c9bd2c5fcf549"}	[{"salt": "55", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -882000, "tickUpper": 882000, "liquidityDelta": "-17829412439473288204"}]
