id	output
{"blockNumber":"21695956","poolId":"0x4f88f7c99022eace4740c6898f59ce6a2e798a1e64ce54589720b7153eb224a7","stateView":"0x7ffe42c4a5deea5b0fec41c94c136cf115597227","tickLower":-887270,"tickUpper":887270}	{"ok": true, "feeGrowthInside0X128": "0", "feeGrowthInside1X128": "0"}
{"blockNumber":"21696049","poolId":"0xdce6394339af00981949f5f3baf27e3610c76326a700af57e4b3e3ae4977f78d","stateView":"0x7ffe42c4a5deea5b0fec41c94c136cf115597227","tickLower":-196260,"tickUpper":887220}	{"ok": true, "feeGrowthInside0X128": "0", "feeGrowthInside1X128": "0"}
{"blockNumber":"21696148","poolId":"0x2e6a9e8cfb42ea2f14ff8833d71a521995378190cd1ce30e2ff1a8b8a3da750b","stateView":"0x7ffe42c4a5deea5b0fec41c94c136cf115597227","tickLower":-887220,"tickUpper":887220}	{"ok": true, "feeGrowthInside0X128": "0", "feeGrowthInside1X128": "0"}
{"blockNumber":"21696208","poolId":"0xdce6394339af00981949f5f3baf27e3610c76326a700af57e4b3e3ae4977f78d","stateView":"0x7ffe42c4a5deea5b0fec41c94c136cf115597227","tickLower":-196260,"tickUpper":887220}	{"ok": true, "feeGrowthInside0X128": "0", "feeGrowthInside1X128": "0"}
{"blockNumber":"21696324","poolId":"0x4d2985ed0e6f89fdfea66264f88241db024c75ec656d9b7314ccb759e27d11ca","stateView":"0x7ffe42c4a5deea5b0fec41c94c136cf115597227","tickLower":-887220,"tickUpper":887220}	{"ok": true, "feeGrowthInside0X128": "0", "feeGrowthInside1X128": "0"}
{"blockNumber":"21696326","poolId":"0x00b9edc1583bf6ef09ff3a09f6c23ecb57fd7d0bb75625717ec81eed181e22d7","stateView":"0x7ffe42c4a5deea5b0fec41c94c136cf115597227","tickLower":-887272,"tickUpper":887272}	{"ok": true, "feeGrowthInside0X128": "0", "feeGrowthInside1X128": "0"}
{"blockNumber":"21696327","poolId":"0x4d2985ed0e6f89fdfea66264f88241db024c75ec656d9b7314ccb759e27d11ca","stateView":"0x7ffe42c4a5deea5b0fec41c94c136cf115597227","tickLower":-887220,"tickUpper":887220}	{"ok": true, "feeGrowthInside0X128": "0", "feeGrowthInside1X128": "0"}
{"blockNumber":"21696345","poolId":"0x54c72c46df32f2cc455e84e41e191b26ed73a29452cdd3d82f511097af9f427e","stateView":"0x7ffe42c4a5deea5b0fec41c94c136cf115597227","tickLower":-887220,"tickUpper":887220}	{"ok": true, "feeGrowthInside0X128": "0", "feeGrowthInside1X128": "0"}
{"blockNumber":"21696356","poolId":"0x21c67e77068de97969ba93d4aab21826d33ca12bb9f565d8496e8fda8a82ca27","stateView":"0x7ffe42c4a5deea5b0fec41c94c136cf115597227","tickLower":-195300,"tickUpper":-194710}	{"ok": true, "feeGrowthInside0X128": "0", "feeGrowthInside1X128": "0"}
{"blockNumber":"21696369","poolId":"0x21c67e77068de97969ba93d4aab21826d33ca12bb9f565d8496e8fda8a82ca27","stateView":"0x7ffe42c4a5deea5b0fec41c94c136cf115597227","tickLower":-230270,"tickUpper":-223340}	{"ok": true, "feeGrowthInside0X128": "0", "feeGrowthInside1X128": "0"}
